sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.GEN.14.14,And when Abram heard that his brother was taken captive he armed his trained servants born in his own house three hundred and eighteen and pursued them unto Dan,when,NA,as,NA,Kur,ጊዜ,NA,فلما,Երբ,NA,NA,като,NA,pagkadungog,NA,見,NA,NA,NA,NA,NA,NA,Lè,NULL,nu,nun,NA,waato,NA,NULL,Kui,NA,Kun,qu,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,Kad,mint,Ketika,er,Quando,NA,NA,NA,NA,NA,NULL,cum,NA,NULL,NA,NULL,व,NULL,जब,NA,Toen,nu,NA,NULL,چون,raha,NULL,pois,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,Ko,wakati,markuu,Cuando,kad,NA,nu,NA,NULL,pagkarinig,เม,As,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.15.11,And when the fowls came down upon the carcases Abram drove them away,when,NA,NULL,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NULL,NA,nanugpa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,Ptáci,NULL,NULL,NA,Saaya,NA,NULL,röövlinnud,NA,NULL,NULL,NA,NA,NA,NA,NA,δε,NA,NULL,जब,grabežljivice,ragadozó,dihinggapi,hræfuglar,NULL,NA,NULL,NA,NA,NA,때에는,NULL,NA,Plėšrieji,NA,ka,ह,အခ,पछ,NA,Toen,NULL,NA,chiangin,چون,NULL,NULL,NULL,NA,NA,NA,NA,NA,Păsările,NULL,NA,NULL,Ko,NULL,Haad,NULL,NULL,NA,NULL,NA,నప,binababa,เม,NA,NULL,NA,NA,NA,NA,Ehla,NA
b.GEN.15.12,And when the sun was going down a deep sleep fell upon Abram and lo an horror of great darkness fell upon him,when,NA,toe,NA,NULL,ጊዜ,NA,ولما,NULL,NA,NA,NULL,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,Da,nun,NA,kaŋ,NA,NULL,kui,NA,Kun,NULL,NA,NA,NA,NA,NA,NULL,NA,ויהי,जब,Kad,NULL,Ketika,Er,Mentre,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,i,NULL,အခ,पछ,NA,Bij,nu,NA,laiin,چون,rehefa,gdy,ao,NA,NA,NA,NA,NA,La,NULL,NA,keď,ko,rakati,kolkii,cuando,kad,NA,nu,NA,నప,nang,เม,As,NULL,NA,NA,NA,NA,xa,NA
b.GEN.15.17,And it came to pass that when the sun went down and it was dark behold a smoking furnace and a burning lamp that passed between those pieces,when,NA,toe,NA,NULL,ጊዜ,NA,غابت,Երբ,NA,NA,когато,NA,na,NA,NULL,NA,NA,NA,NA,NA,NA,fin,když,Da,NULL,NA,waati,NA,Kiam,NULL,NA,kun,Quand,NA,NA,NA,NA,NA,Οτε,NA,NULL,जब,Kad,mikor,NULL,er,Quando,NA,NULL,NA,NA,NA,때에,cum,NA,Nusileidus,NA,ka,NULL,အခ,जब,NA,Toen,nu,NA,NULL,چون,rehefa,gdy,Quando,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,rakati,markii,vez,kad,NA,nu,NA,నప,paglubog,NULL,As,batıp,NA,NA,NA,NA,litshonile,NA
b.GEN.16.4,And he went in unto Hagar and she conceived and when she saw that she had conceived her mistress was despised in her eyes,when,NA,toe,NA,kur,ጊዜ,NA,ولما,Երբ,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,Lè,Viduci,da,Als,NA,Saaya,NA,NULL,kui,NA,Kun,Quand,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mint,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,Hagarą,NA,no,व,NULL,जब,NA,Toen,da,NA,takin,چون,rehefa,NULL,vendo,NA,NA,NA,NA,NA,Cînd,же,NA,keď,ko,wakati,markay,al,kad,NA,När,NA,నప,nang,เม,As,Hacerle,NA,NA,NA,NA,NULL,NA
b.GEN.16.5,And Sarai said unto Abram My wrong be upon thee I have given my maid into thy bosom and when she saw that she had conceived I was despised in her eyes the LORD judge between me and thee,when,NA,dat,NA,kur,ጊዜ,NA,فلما,NULL,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,si,NULL,nu,nun,NA,waato,NA,kiam,kui,NA,kun,quand,NA,NA,NA,NA,NA,αφου,NA,NULL,जब,NULL,NULL,NULL,er,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,no,NULL,သ,ल,NA,NULL,nu,NA,takin,وچون,nony,NULL,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,wakati,markay,NULL,NULL,NA,då,NA,డ,nang,เม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.16.6,But Abram said unto Sarai Behold thy maid is in thy hand do to her as it pleaseth thee And when Sarai dealt hardly with her she fled from her face,when,NA,NULL,NA,NULL,ጊዜ,NA,فاذل,NULL,NA,NA,NULL,NA,si,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,plagede,nun,NA,NULL,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,Kai,NA,ka,ह,NULL,ल,NA,Toen,NULL,NA,NULL,چون,raha,NULL,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,NULL,NULL,Zvino,NULL,Como,NULL,NA,då,NA,NULL,dinuwahagi,เม,as,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.16.16,And Abram was fourscore and six years old when Hagar bare Ishmael to Abram,when,NA,toe,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,когато,NA,pag,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,समय,kad,mikor,waktu,þegar,quando,NA,NULL,NA,NA,NA,때에,quando,NA,kai,NA,NULL,NULL,အခ,ग,NA,NA,da,NA,NULL,چون,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,నప,nang,เม,as,NULL,NA,NA,NA,NA,oko,NA
b.GEN.17.1,And when Abram was ninety years old and nine the LORD appeared to Abram and said unto him I am the Almighty God walk before me and be thou perfect,when,NA,NULL,NA,Kur,ጊዜ,NA,ولما,Երբ,NA,NA,Когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,Le,Když,NULL,nun,NA,Waato,NA,Kiam,Kui,NA,Kun,Lorsque,NA,NA,NA,NA,NA,οτε,NA,ויהי,जब,Kad,Mikor,Ketika,Er,Quando,NA,NULL,NA,NA,NA,때에,postquam,NA,Kai,NA,ka,ह,အခ,जब,NA,Toen,NULL,NA,NULL,چون,rehefa,gdy,Quando,NA,NA,NA,NA,NA,Cînd,NULL,NA,keď,Ko,wakati,markuu,cuando,kad,NA,När,NA,డ,nang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.17.24,And Abraham was ninety years old and nine when he was circumcised in the flesh of his foreskin,when,NA,toe,NA,kur,ጊዜ,NA,حين,երբ,NA,NA,когато,NA,na,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,NULL,NA,NULL,NULL,NULL,जब,NA,toen,da,NA,lai,وقتی,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,musi,markii,cuando,kad,NA,när,NA,నప,nang,เม,NA,olduğunda,NA,NA,NA,NA,NULL,NA
b.GEN.17.25,And Ishmael his son was thirteen years old when he was circumcised in the flesh of his foreskin,when,NA,toe,NA,kur,ጊዜ,NA,حين,երբ,NA,NA,когато,NA,na,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,NULL,er,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,NULL,ह,အခ,NA,NA,NA,da,NA,un,هنگامی,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,musi,markii,cuando,kad,NA,när,NA,నప,nang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.18.2,And he lift up his eyes and looked and lo three men stood by him and when he saw them he ran to meet them from the tent door and bowed himself toward the ground,when,NA,toe,NA,NULL,ጊዜ,NA,فلما,NULL,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,jakž,snart,da,NA,saaya,NA,NULL,NULL,NA,NULL,Quand,NA,NA,NA,NA,NA,ως,NA,NULL,जब,Čim,NULL,NULL,er,Appena,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,no,NULL,အခ,जब,NA,NULL,da,NA,takin,چون,nony,NULL,Quando,NA,NA,NA,NA,NA,Cînd,NULL,NA,keď,ko,akati,kolkuu,al,NULL,NA,då,NA,నప,NULL,เม,As,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.15,And when the morning arose then the angels hastened Lot saying Arise take thy wife and thy two daughters which are here lest thou be consumed in the iniquity of the city,when,NA,toe,NA,NULL,ጊዜ,NA,ولما,Երբ,NA,NA,Когато,NA,pagbanagbanag,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,Da,nun,NA,Waato,NA,Kiam,kui,NA,Aamun,Dès,NA,NA,NA,NA,NA,οτε,NA,וכמו,जब,NULL,mikor,waktu,er,Quando,NA,夜が明けて,NA,NA,NA,때에,cumque,NA,NULL,NA,huakanga,व,သ,ग,NA,Bij,nu,NA,NULL,NULL,nony,gdy,ao,NA,NA,NA,NA,NA,Cînd,NULL,NA,keď,Ko,Utonga,markii,al,kad,NA,nu,NA,నప,nang,เม,Ɣur,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.17,And it came to pass when they had brought them forth abroad that he said Escape for thy life look not behind thee neither stay thou in all the plain escape to the mountain lest thou be consumed,when,NA,toe,NA,NULL,NULL,NA,لما,Երբ,NA,NA,като,NA,na,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,idet,als,NA,waato,NA,kiam,NULL,NA,NULL,Après,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,Kad,mikor,itu,er,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,ka,NULL,အခ,NULL,NA,op,Da,NA,NULL,چون,rehefa,gdy,Quando,NA,NA,NA,NA,NA,După,Когда,NA,keď,ko,vakati,markay,después,kad,NA,medan,NA,తర,nang,NULL,As,NULL,NA,NA,NA,NA,emkhuphele,NA
b.GEN.19.23,The sun was risen upon the earth when Lot entered into Zoar,when,NA,toe,NA,kur,ጊዜ,NA,NULL,NULL,NA,NA,когато,NA,abut,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,Da,da,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,izlazilo,mikor,ketika,er,NULL,NA,NULL,NA,NA,NA,때에,NULL,NA,NULL,NA,ka,ज,အခ,NULL,NA,toen,da,NA,a,چون,raha,NULL,quando,NA,NA,NA,NA,NA,cînd,и,NA,keď,ko,achisvika,Markii,cuando,kad,NA,NULL,NA,డ,nang,เม,ewad,vardığında,NA,NA,NA,NA,ukufika,NA
b.GEN.19.29,And it came to pass when God destroyed the cities of the plain that God remembered Abraham and sent Lot out of the midst of the overthrow when he overthrew the cities in the which Lot dwelt,when,NA,onderwyl,NA,kur,ጊዜ,NA,لما,Երբ,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,NULL,da,NA,waato,NA,kiam,Kui,NA,Kun,Lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,NULL,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,NULL,NA,i,NULL,အခ,NULL,NA,NULL,da,NA,NULL,هنگامی,raha,gdy,que,NA,NA,NA,NA,NA,Cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,నప,nang,NULL,as,NULL,NA,NA,NA,NA,xenikweni,NA
b.GEN.19.29,And it came to pass when God destroyed the cities of the plain that God remembered Abraham and sent Lot out of the midst of the overthrow when he overthrew the cities in the which Lot dwelt,when,NA,onderwyl,NA,kur,ጊዜ,NA,لما,Երբ,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,NULL,da,NA,waato,NA,kiam,Kui,NA,Kun,Lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,NULL,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,NULL,NA,i,NULL,အခ,NULL,NA,NULL,da,NA,NULL,هنگامی,raha,gdy,que,NA,NA,NA,NA,NA,Cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,నప,nang,NULL,as,NULL,NA,NA,NA,NA,xenikweni,NA
b.GEN.19.33,And they made their father drink wine that night and the firstborn went in and lay with her father and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,quand,NA,NA,NA,NA,NA,ποτε,NA,NULL,NULL,kad,NULL,NULL,að,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,NULL,NULL,NULL,NA,dat,da,NA,NULL,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,ప,nang,NULL,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.33,And they made their father drink wine that night and the firstborn went in and lay with her father and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,quand,NA,NA,NA,NA,NA,ποτε,NA,NULL,NULL,kad,NULL,NULL,að,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,NULL,NULL,NULL,NA,dat,da,NA,NULL,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,ప,nang,NULL,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.35,And they made their father drink wine that night also and the younger arose and lay with him and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,fwa,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,quand,NA,NA,NA,NA,NA,ποτε,NA,NULL,समय,kad,NULL,NULL,að,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,NULL,NULL,त,NA,NULL,da,NA,NULL,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,ప,nang,NULL,iggi,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.35,And they made their father drink wine that night also and the younger arose and lay with him and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,fwa,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,quand,NA,NA,NA,NA,NA,ποτε,NA,NULL,समय,kad,NULL,NULL,að,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,NULL,NULL,त,NA,NULL,da,NA,NULL,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,ప,nang,NULL,iggi,NULL,NA,NA,NA,NA,NULL,NA
