sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.LEV.14.46,Moreover he that goeth into the house all the while that it is shut up shall be unclean until the even .,while,NA,tyd,NA,kohës,በተዘጋበትም,NA,NULL,NA,NA,NA,време,NA,pa,NA,候,NA,NA,NA,NA,NA,NA,lè,NULL,længe,solange,NA,daabuyaŋo,NA,tempo,NULL,NA,NULL,temps,NA,NA,NA,NA,NA,καθ,NA,הסגיר,तक,dok,míg,NULL,stund,mentre,NA,NULL,NA,NA,NA,동안에,NULL,NA,uždarytus,NA,i,असत,NULL,NULL,NA,terwijl,tid,NA,sung,روزهایی,NULL,NA,enquanto,NA,NA,NA,NA,NA,timpul,время,NA,kým,dokler,panguva,intuu,tiempo,dok,NA,tid,NA,డగ,panahong,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.LEV.26.43,"The land also shall be left of them , and shall enjoy her sabbaths , while she lieth desolate without them : and they shall accept of the punishment of their iniquity : because , even because they despised my judgments , and because their soul abhorred my statutes .",while,NA,terwyl,NA,ndërsa,ዘመን,NA,NULL,NA,NA,NA,NULL,NA,samtang,NA,候,NA,NA,NA,NA,NA,NA,NULL,kdyžto,medens,dieweil,NA,NULL,NA,kiam,NULL,NA,kauan,pendant,NA,NA,NA,NA,NA,NULL,NA,בהשמה,NULL,NULL,míg,NULL,meðan,mentre,NA,NULL,NA,NA,NA,때에,NULL,NA,NULL,NA,i,NULL,စဉ,NULL,NA,terwijl,mens,NA,kihep,چون,raha,NA,sendo,NA,NA,NA,NA,NA,timpul,NULL,NA,kým,NULL,NULL,intuu,estando,kad,NA,när,NA,NULL,samantalang,NULL,NA,sürece,NA,NA,NA,NA,xa,NA
b.NUM.11.33,"And while the flesh was yet between their teeth , ere it was chewed , the wrath of the LORD was kindled against the people , and the LORD smote the people with a very great plague .",while,NA,NULL,NA,Kishin,NULL,NA,كان,NA,NA,NA,като,NA,Samtang,NA,NULL,NA,NA,NA,NA,NA,NA,lè,vězelo,Medens,aber,NA,waato,NA,NULL,NA,NA,NULL,Comme,NA,NA,NA,NA,NA,Ενω,NA,NULL,NULL,razastriješe,mikor,Selagi,Meðan,ancora,NA,その肉がなお,NA,NA,NA,NULL,adhuc,NA,NULL,NA,i,NULL,NULL,NULL,NA,toen,mens,NA,lai,NULL,raha,NULL,NULL,NA,NA,NA,NA,NA,cînd,еще,NA,kým,NULL,NULL,intii,NULL,NULL,NA,under,NA,NULL,Samantalang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.NUM.15.32,"And while the children of Israel were in the wilderness , they found a man that gathered sticks upon the sabbath day .",while,NA,toe,NA,Ndërsa,NULL,NA,كان,NA,NA,NA,NULL,NA,samtang,NA,候,NA,NA,NA,NA,NA,NA,antan,když,Medens,NULL,NA,NULL,NA,NULL,NULL,NA,NULL,Comme,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,NULL,NULL,waktu,Meðan,Mentre,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NULL,အခ,जब,NA,toen,Mens,NA,lai,چون,raha,gdy,Estando,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,NULL,intii,Estando,kad,NA,Medan,NA,NULL,samantalang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.NUM.23.15,"And he said unto Balak , Stand here by thy burnt offering , while I meet the LORD yonder .",while,NA,NULL,NA,NULL,NULL,NA,NULL,NA,NA,NA,NULL,NA,samtang,NA,等,NA,NA,NA,NA,NA,NA,NULL,půjdu,medens,NULL,NA,NULL,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,NULL,NA,עלתך,रह,odoh,égõáldozatod,sementara,meðan,NULL,NA,NULL,NA,NA,NA,동안에,donec,NA,NULL,NA,NULL,NULL,အခ,NULL,NA,NULL,mens,NA,sung,نزدقربانی,NULL,a,enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,kým,NULL,NULL,NULL,y,a,NA,därborta,NA,NULL,samantalang,ขณะท,NA,NULL,NA,NA,NA,NA,ndenjenje,NA
b.NUM.25.11,"Phinehas , the son of Eleazar , the son of Aaron the priest , hath turned my wrath away from the children of Israel , while he was zealous for my sake among them , that I consumed not the children of Israel in my jealousy .",while,NA,deurdat,NA,NULL,NULL,NA,بكونه,NA,NA,NA,NULL,NA,niana,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,kdyžto,idet,NULL,NA,NULL,NA,cxar,NULL,NA,kun,parce,NA,NA,NA,NA,NA,δειξας,NA,NULL,तक,obuzet,NULL,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,zelo,NA,NULL,NA,i,NULL,NULL,NULL,NA,NA,fordi,NA,NULL,NULL,raha,NULL,pois,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,NULL,NULL,NULL,NULL,NULL,NA,NULL,NA,NULL,paraang,งม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.DEU.19.6,"Lest the avenger of the blood pursue the slayer , while his heart is hot , and overtake him , because the way is long , and slay him ; whereas he was not worthy of death , inasmuch as he hated him not in time past .",while,NA,as,NA,ndërsa,NA,NA,حين,NA,NA,NA,NULL,NA,samtang,NA,NULL,NA,NA,NA,NA,NA,NA,t,když,NULL,weil,NA,NULL,NA,kiam,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,ενω,NA,כי,NULL,NULL,NULL,NA,meðan,mentre,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NULL,NULL,NULL,NA,NULL,NULL,NA,laia,وقتی,raha,NULL,enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,NULL,intuu,cuando,dok,NA,NULL,NA,డగ,samantalang,NULL,NA,NULL,NA,NA,NA,NA,ishushu,NA
b.DEU.31.27,"For I know thy rebellion , and thy stiff neck : behold , while I am yet alive with you this day , ye have been rebellious against the LORD ; and how much more after my death ?",while,NA,terwyl,NA,kur,ሳለሁ,NA,NULL,NA,NA,NA,догде,NA,samtang,NA,NULL,NA,NA,NA,NA,NA,NA,pandan,když,når,wo,NA,za,NA,kiam,NULL,NA,NULL,pendant,NA,NA,NA,NA,NA,ενω,NA,ערפך,NULL,dok,NULL,Selagi,meðan,mentre,NA,NULL,NA,NA,NA,NULL,NULL,NA,Dar,NA,i,असत,စဉ,NULL,NA,NULL,mens,NA,lai,NULL,mbola,NULL,vivendo,NA,NA,NA,NA,NA,NULL,когда,NA,kým,ko,NULL,NULL,estando,dokle,NA,medan,NA,డగ,NULL,เม,NA,sağken,NA,NA,NA,NA,ndisenani,NA
b.JOS.14.10,"And now , behold , the LORD hath kept me alive , as he said , these forty and five years , even since the LORD spake this word unto Moses , while the children of Israel wandered in the wilderness : and now , lo , I am this day fourscore and five years old .",while,NA,toe,NA,ndërsa,NULL,NA,حين,NA,NA,NA,когато,NA,pa,NA,候,NA,NA,NA,NA,NA,NA,t,NULL,Tid,NULL,NA,za,NA,dum,NULL,NA,vielä,lorsqu,NA,NA,NA,NA,NA,οτε,NA,אשר,रह,dok,NULL,ketika,meðan,mentre,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NULL,စဉ,NULL,NA,NULL,tid,NA,sung,وقتی,raha,a,tempo,NA,NA,NA,NA,NA,cînd,когда,NA,NULL,ko,panguva,intii,cuando,kad,NA,NULL,NA,NULL,samantalang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.JDG.3.26,"And Ehud escaped while they tarried , and passed beyond the quarries , and escaped unto Seirath .",while,NA,terwyl,NA,Ndërsa,NULL,NA,اذ,NA,NA,NA,докато,NA,pa,NA,時,NA,NA,NA,NA,NA,NA,tan,když,medens,dieweil,NA,NULL,NA,dum,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,οσω,NA,NULL,जब,Dok,míg,masih,meðan,Mentre,NA,NULL,NA,NA,NA,동안에,dum,NA,kol,NA,i,NULL,စဉ,NULL,NA,NULL,Mens,NA,NULL,چون,raha,póki,enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,kým,ko,NULL,intay,Mientras,dokle,NA,medan,NA,డగ,samantalang,นอย,NA,beklerken,NA,NA,NA,NA,NULL,NA
b.JDG.11.26,"While Israel dwelt in Heshbon and her towns , and in Aroer and her towns , and in all the cities that be along by the coasts of Arnon , three hundred years ? why therefore did ye not recover them within that time ?",While,NA,Terwyl,NA,Kaluan,NULL,NA,NULL,NA,NA,NA,NULL,NA,Samtang,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,Dieweil,NA,NULL,NA,NULL,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,NULL,Míg,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,iuxta,NA,NULL,NA,I,NULL,NULL,्,NA,NULL,NULL,NA,NULL,NULL,Raha,NULL,Enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,Kým,NULL,Nguva,NULL,NULL,NULL,NA,NULL,NA,NULL,Samantalang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.JDG.14.17,"And she wept before him the seven days , while their feast lasted : and it came to pass on the seventh day , that he told her , because she lay sore upon him : and she told the riddle to the children of her people .",while,NA,geduur,NA,gjatë,NULL,NA,NULL,NA,NA,NA,NULL,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,t,NULL,NULL,da,NA,NULL,NA,dum,NA,NA,NULL,dura,NA,NA,NA,NA,NA,καθ,NA,NULL,रह,NULL,NULL,NULL,NULL,durante,NA,NULL,NA,NA,NA,동안에,NULL,NA,kol,NA,i,NULL,NULL,NULL,NA,NULL,NULL,NA,sung,NULL,NULL,póki,NULL,NA,NA,NA,NA,NA,cît,продолжался,NA,NULL,dokler,panguva,intii,NULL,dokle,NA,under,NA,NULL,habang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.JDG.15.1,"But it came to pass within a while after , in the time of wheat harvest , that Samson visited his wife with a kid ; and he said , I will go in to my wife into the chamber . But her father would not suffer him to go in .",while,NA,tyd,NA,NULL,NULL,NA,NULL,NA,NA,NA,NULL,NA,madugay,NA,候,NA,NA,NA,NA,NA,NA,NULL,několika,NULL,NULL,NA,kayna,NA,tempo,NULL,NA,NULL,temps,NA,NA,NA,NA,NA,καιρον,NA,NULL,NULL,NULL,búzaaratásnak,waktu,NULL,NULL,NA,NULL,NA,NA,NA,NULL,aliquantum,NA,NULL,NA,i,NULL,NULL,NULL,NA,NULL,NULL,NA,laiin,چندی,kelikely,NULL,NULL,NA,NA,NA,NA,NA,NULL,когда,NA,nejakom,časa,nguva,NULL,tiempo,NULL,NA,medan,NA,NULL,panahon,งไปเย,NA,süre,NA,NA,NA,NA,NULL,NA
b.JDG.16.27,"Now the house was full of men and women ; and all the lords of the Philistines were there ; and there were upon the roof about three thousand men and women , that beheld while Samson made sport .",while,NA,hoe,NA,ndërsa,NULL,NA,NULL,NA,NA,NA,като,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,t,když,medens,wie,NA,waato,NA,NULL,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,NULL,NULL,NULL,er,mentre,NA,NULL,NA,NA,NA,NULL,ludentem,NA,NULL,NA,ana,NULL,NULL,NULL,NA,vermaakten,at,NA,NULL,برپشت,NULL,gdy,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,NULL,NULL,intuu,NULL,kako,NA,huru,NA,NULL,samantalang,งม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.1SA.2.13,"And the priests ' custom with the people was , that , when any man offered sacrifice , the priest ' s servant came , while the flesh was in seething , with a fleshhook of three teeth in his hand ;",while,NA,NULL,NA,kur,በተቀቀለ,NA,طبخ,NA,NA,NA,вареше,NA,samtang,NA,候,NA,NA,NA,NA,NA,NA,Antan,když,medens,wenn,NA,za,NA,NULL,NA,NA,kiehuessa,Tenant,NA,NA,NA,NA,NA,ενω,NA,כבשל,NULL,dok,midõn,Sementara,meðan,mentre,NA,NULL,NA,NA,NA,때에,dum,NA,NULL,NA,i,NULL,စဉ,NULL,NA,Terwijl,NULL,NA,laitakin,NULL,raha,gdy,estando,NA,NA,NA,NA,NA,cînd,время,NA,keď,ko,kana,inta,mientras,dok,NA,medan,NA,డగ,samantalang,ขณะเม,NA,NA,NA,NA,NA,NA,iphekiweyo,NA
b.1SA.7.2,"And it came to pass , while the ark abode in Kirjath - jearim , that the time was long ; for it was twenty years : and all the house of Israel lamented after the LORD .",while,NA,NULL,NA,NULL,NULL,NA,NULL,NA,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,tan,když,NULL,da,NA,za,NA,kiam,NA,NA,NULL,temps,NA,NA,NA,NA,NA,NULL,NA,מיום,NULL,NULL,NULL,NULL,er,quando,NA,NULL,NA,NA,NA,NULL,ex,NA,kai,NA,NULL,NULL,စဉ,रह,NA,NULL,da,NA,sung,NULL,nampibebahan,gdy,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,prišla,ko,NULL,NULL,desde,kad,NA,då,NA,డగ,nang,NULL,NA,süre,NA,NA,NA,NA,ihleli,NA
b.1SA.9.27,"And as they were going down to the end of the city , Samuel said to Saul , Bid the servant pass on before us , ( and he passed on , ) but stand thou still a while , that I may shew thee the word of God .",while,NA,NULL,NA,çast,NULL,NA,NULL,NA,NA,NA,постой,NA,Samtang,NA,等,NA,NA,NA,NA,NA,NA,moman,ažť,Øjeblik,jetzt,NA,kayna,NA,nun,NA,NA,hetkeksi,Samuel,NA,NA,NA,NA,NA,ολιγον,NA,NULL,NULL,NULL,NULL,sebentar,NULL,momento,NA,NULL,NA,NA,NA,앞서매,paulisper,NA,NULL,NA,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NULL,NULL,hilazako,NULL,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,chvíľu,NULL,NULL,NULL,poco,malo,NA,NULL,NA,డగ,NULL,NULL,NA,döşek,NA,NA,NA,NA,NULL,NA
b.1SA.14.19,"And it came to pass , while Saul talked unto the priest , that the noise that was in the host of the Philistines went on and increased : and Saul said unto the priest , Withdraw thine hand .",while,NA,terwyl,NA,Ndërsa,NULL,NA,بعد,NA,NA,NA,докато,NA,samtang,NA,候,NA,NA,NA,NA,NA,NA,t,když,medens,da,NA,za,NA,dum,NULL,NA,NULL,Pendant,NA,NA,NA,NA,NA,ενω,NA,NULL,रह,dok,míg,NULL,meðan,Mentre,NA,NULL,NA,NA,NA,때에,NULL,NA,Kol,NA,i,NULL,စဉ,रह,NA,Terwijl,mens,NA,laitakin,چون,raha,gdy,estando,NA,NA,NA,NA,NA,cînd,еще,NA,kým,ko,NULL,NULL,mientras,dok,NA,Medan,NA,డగ,samantalang,ลตร,NA,NULL,NA,NA,NA,NA,esathetha,NA
b.1SA.20.14,"And thou shalt not only while yet I live shew me the kindness of the LORD , that I die not :",while,NA,as,NA,sa,ዘመን,NA,NULL,NA,NA,NA,докато,NA,buhi,NA,候,NA,NA,NA,NA,NA,NA,lè,dokud,NULL,solange,NA,waati,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,ενοσω,NA,NULL,जब,NULL,míg,NULL,NULL,NULL,NA,NULL,NA,NA,NA,동안에,NULL,NA,NULL,NA,NULL,NULL,စဉ,NULL,NA,NULL,da,NA,NULL,NULL,raha,NULL,enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,NULL,dokler,ndichiri,NULL,NULL,dokle,NA,då,NA,NULL,NULL,งม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.1SA.22.4,And he brought them before the king of Moab : and they dwelt with him all the while that David was in the hold .,while,NA,dae,NA,kohën,በነበረበት,NA,اقامة,NA,NA,NA,докато,NA,samtang,NA,多,NA,NA,NA,NA,NA,NA,tan,dny,Tid,solange,NA,NULL,NA,tempon,NULL,NA,aikaa,temps,NA,NA,NA,NA,NA,καιρον,NA,היות,जब,dok,míg,selama,meðan,finché,NA,NULL,NA,NA,NA,동안에,NULL,NA,kol,NA,i,NULL,NULL,रह,NA,periode,tid,NA,omlai,روزهایی,NULL,Wstawszy,tempo,NA,NA,NA,NA,NA,timpul,доколе,NA,dokiaľ,dokler,yokugara,intii,tiempo,dokle,NA,länge,NA,NULL,panahon,ตลอดเวลาท,NA,Kralının,NA,NA,NA,NA,NULL,NA
b.1SA.25.7,"And now I have heard that thou hast shearers : now thy shepherds which were with us , we hurt them not , neither was there ought missing unto them , all the while they were in Carmel .",while,NA,dae,NA,kohës,ዘመን,NA,الايام,NA,NA,NA,време,NA,panahon,NA,候,NA,NA,NA,NA,NA,NA,tan,dny,Tid,solange,NA,gay,NA,tempo,NA,NA,NULL,temps,NA,NA,NA,NA,NA,καιρον,NA,NULL,रह,NULL,míg,selama,tíma,finché,NA,NULL,NA,NA,NA,동안에,NULL,NA,kol,NA,i,NULL,NULL,NULL,NA,toen,tid,NA,sung,روزهایی,nitoerany,NULL,tempo,NA,NA,NA,NA,NA,timpul,пребывания,NA,dni,dokler,nguva,intii,tiempo,dokle,NA,tid,NA,డగ,panahon,นอย,NA,birlikteyken,NA,NA,NA,NA,NULL,NA
b.1SA.25.16,"They were a wall unto us both by night and day , all the while we were with them keeping the sheep .",while,NA,dae,NA,kohën,ዘመን,NA,الايام,NA,NA,NA,докато,NA,higayon,NA,候,NA,NA,NA,NA,NA,NA,tan,dokudž,Tid,solange,NA,NULL,NA,tempon,NULL,NA,NULL,temps,NA,NA,NA,NA,NA,καιρον,NA,NULL,जब,dok,idõ,selama,er,finché,NA,NULL,NA,NA,NA,동안에,NULL,NA,kai,NA,NULL,असत,NULL,NULL,NA,NA,tid,NA,sung,روزهایی,NULL,NULL,dias,NA,NA,NA,NA,NA,timpul,когда,NA,dni,dokler,NULL,NULL,días,dokle,NA,tid,NA,NULL,panahong,ตลอดเวลาท,NA,sürece,NA,NA,NA,NA,NULL,NA
