sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.GEN.12.11,and it came to pass when he was come near to enter into egypt that he said unto sarai his wife behold now i know that thou art a fair woman to look upon,when,NA,toe,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,da,NA,waato,NA,kiam,kui,NA,kun,comme,NA,NA,NA,NA,NA,οτε,NA,כאשר,चकर,kad,mikor,waktu,er,quando,NA,エジプトにはいろうとして,NA,NA,NA,때에,cumque,NA,priartėjus,NA,ka,व,အခ,NULL,NA,toen,da,NA,NULL,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,wakati,markii,cuando,kad,NA,när,NA,నప,nang,NULL,as,NULL,NA,NA,NA,NA,akusondela,NA
b.GEN.12.12,therefore it shall come to pass when the egyptians shall see thee that they shall say this is his wife and they will kill me but they will save thee alive,when,NA,as,NA,kur,ያዩሽ,NA,اذا,NULL,NA,NA,като,NA,kong,NA,見,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,NULL,NA,kiam,kui,NA,kun,quand,NA,NA,NA,NA,NA,καθως,NA,כי,जब,kad,mikor,kalau,þegar,quando,NA,NULL,NA,NA,NA,때에,cum,NA,pamatę,NA,kitenga,ह,အခ,जब,NA,NA,når,NA,NULL,چون,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,al,kad,NA,när,NA,NULL,pag,NULL,as,NULL,NA,NA,NA,NA,ke,NA
b.GEN.12.14,and it came to pass that when abram was come into egypt the egyptians beheld the woman that she was very fair,when,NA,toe,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,като,NA,pagsulod,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,nun,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,כבוא,जब,kad,mikor,setelah,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,kai,NA,NULL,NULL,NULL,NULL,NA,zagen,da,NA,NULL,ورود,rehefa,gdy,entrando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,zvino,markii,cuando,kad,NA,nu,NA,నప,nang,NULL,as,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.14.14,and when abram heard that his brother was taken captive he armed his trained servants born in his own house three hundred and eighteen and pursued them unto dan,when,NA,toe,NA,kur,ጊዜ,NA,فلما,երբ,NA,NA,като,NA,ni,NA,見,NA,NA,NA,NA,NA,NA,lè,NULL,nu,nun,NA,waato,NA,NULL,kui,NA,kun,qu,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,kad,mint,ketika,er,quando,NA,NA,NA,NA,NA,NULL,cum,NA,NULL,NA,NULL,व,NULL,जब,NA,toen,nu,NA,huan,چون,raha,NULL,pois,NA,NA,NA,NA,NA,cum,NULL,NA,keď,ko,wakati,markuu,cuando,kad,NA,nu,NA,NULL,pagkarinig,เม,as,NULL,NA,NA,NA,NA,ke,NA
b.GEN.15.11,and when the fowls came down upon the carcases abram drove them away,when,NA,toe,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NULL,NA,nanugpa,NA,鷙,NA,NA,NA,NA,NA,NA,fwa,NULL,da,NULL,NA,saaya,NA,NULL,kui,NA,NULL,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,NULL,ragadozó,dihinggapi,hræfuglar,NULL,NA,NULL,NA,NA,NA,때에는,NULL,NA,plėšrieji,NA,ka,ह,အခ,ल,NA,toen,NULL,NA,huan,چون,NULL,NULL,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,NULL,ko,NULL,NULL,NULL,NULL,NA,NULL,NA,నప,binababa,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.15.12,and when the sun was going down a deep sleep fell upon abram and lo an horror of great darkness fell upon him,when,NA,toe,NA,NULL,ጊዜ,NA,ولما,NULL,NA,NA,NULL,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,nun,NA,saaya,NA,NULL,kui,NA,kun,NULL,NA,NA,NA,NA,NA,NULL,NA,ויהי,जब,kad,NULL,ketika,er,mentre,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,i,ह,အခ,पछ,NA,NULL,nu,NA,huan,چون,rehefa,gdy,ao,NA,NA,NA,NA,NA,la,при,NA,keď,ko,NULL,kolkii,cuando,kad,NA,när,NA,నప,nang,เม,as,NULL,NA,NA,NA,NA,xa,NA
b.GEN.15.17,and it came to pass that when the sun went down and it was dark behold a smoking furnace and a burning lamp that passed between those pieces,when,NA,NULL,NA,dhe,ጊዜ,NA,غابت,երբ,NA,NA,когато,NA,na,NA,NULL,NA,NA,NA,NA,NA,NA,apre,když,da,nun,NA,waati,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οτε,NA,NULL,तब,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,NULL,NA,NULL,NULL,အခ,जब,NA,toen,nu,NA,NULL,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,NULL,markii,vez,kad,NA,nu,NA,నప,paglubog,NULL,as,çökünce,NA,NA,NA,NA,litshonile,NA
b.GEN.16.4,and he went in unto hagar and she conceived and when she saw that she had conceived her mistress was despised in her eyes,when,NA,toe,NA,kur,ጊዜ,NA,ولما,երբ,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,pak,da,als,NA,saaya,NA,NULL,kui,NA,kun,quand,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mint,ketika,er,quando,NA,ハガルは子をはらんだ,NA,NA,NA,NULL,NULL,NA,NULL,NA,no,व,NULL,NULL,NA,toen,da,NA,huan,چون,rehefa,NULL,vendo,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,wakati,markay,al,kad,NA,när,NA,నప,nang,เม,as,hacerle,NA,NA,NA,NA,wamngena,NA
b.GEN.16.5,and sarai said unto abram my wrong be upon thee i have given my maid into thy bosom and when she saw that she had conceived i was despised in her eyes the lord judge between me and thee,when,NA,dat,NA,kur,ጊዜ,NA,فلما,NULL,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,nu,nun,NA,waato,NA,kiam,kui,NA,kun,quand,NA,NA,NA,NA,NA,αφου,NA,NULL,जब,NULL,NULL,NULL,er,quando,NA,わたしのつかえめをあなたのふところに与えたのに,NA,NA,NA,NULL,NULL,NA,NULL,NA,no,NULL,သ,NULL,NA,NULL,nu,NA,huan,وچون,nony,NULL,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,NULL,markay,NULL,NULL,NA,då,NA,తర,nang,เม,as,cariyemi,NA,NA,NA,NA,uthe,NA
b.GEN.16.6,but abram said unto sarai behold thy maid is in thy hand do to her as it pleaseth thee and when sarai dealt hardly with her she fled from her face,when,NA,toe,NA,NULL,ጊዜ,NA,فاذل,NULL,NA,NA,NULL,NA,si,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,tedy,da,nun,NA,NULL,NA,NULL,NULL,NA,vallassasi,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,NULL,NULL,NULL,þá,NULL,NA,NULL,NA,NA,NA,하갈을,NULL,NA,kai,NA,ka,ह,သ,NULL,NA,toen,og,NA,NULL,چون,raha,NULL,e,NA,NA,NA,NA,NA,atunci,и,NA,a,NULL,zvino,jirtaaye,como,i,NA,när,NA,ప,dinuwahagi,เม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.16.16,and abram was fourscore and six years old when hagar bare ishmael to abram,when,NA,toe,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,когато,NA,pag,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,waktu,þegar,quando,NA,NULL,NA,NA,NA,때에,quando,NA,kai,NA,NULL,ह,အခ,NULL,NA,NA,da,NA,laiin,چون,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,నప,nang,เม,as,NULL,NA,NA,NA,NA,oko,NA
b.GEN.17.1,and when abram was ninety years old and nine the lord appeared to abram and said unto him i am the almighty god walk before me and be thou perfect,when,NA,toe,NA,kur,ጊዜ,NA,ولما,երբ,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,NULL,když,da,nun,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,ויהי,NULL,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,때에,postquam,NA,kai,NA,ka,व,အခ,जब,NA,toen,da,NA,huan,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,wakati,markuu,cuando,kad,NA,när,NA,నప,nang,าทรงเปล,NA,NULL,NA,NA,NA,NA,kwathi,NA
b.GEN.17.24,and abraham was ninety years old and nine when he was circumcised in the flesh of his foreskin,when,NA,toe,NA,kur,ጊዜ,NA,حين,երբ,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,NULL,NA,NULL,ह,NULL,जब,NA,als,da,NA,lai,وقتی,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,musi,markii,cuando,kad,NA,när,NA,నప,nang,เม,NA,olduğunda,NA,NA,NA,NA,NULL,NA
b.GEN.17.25,and ishmael his son was thirteen years old when he was circumcised in the flesh of his foreskin,when,NA,toe,NA,kur,ጊዜ,NA,حين,երբ,NA,NA,когато,NA,na,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,तब,kad,mikor,NULL,er,quando,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,NULL,ह,အခ,NA,NA,NA,da,NA,lai,هنگامی,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,musi,markii,cuando,kad,NA,när,NA,డ,nang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.18.2,and he lift up his eyes and looked and lo three men stood by him and when he saw them he ran to meet them from the tent door and bowed himself toward the ground,when,NA,toe,NA,sa,ጊዜ,NA,فلما,NULL,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,jakž,snart,da,NA,saaya,NA,NULL,NULL,NA,NULL,quand,NA,NA,NA,NA,NA,ως,NA,NULL,जब,čim,NULL,ketika,er,appena,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,no,NULL,အခ,जब,NA,NULL,da,NA,huan,چون,nony,NULL,quando,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,akati,kolkuu,al,NULL,NA,då,NA,నప,NULL,เม,as,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.15,and when the morning arose then the angels hastened lot saying arise take thy wife and thy two daughters which are here lest thou be consumed in the iniquity of the city,when,NA,toe,NA,sa,ጊዜ,NA,ولما,երբ,NA,NA,когато,NA,pagbanagbanag,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,nun,NA,waato,NA,kiam,kui,NA,NULL,dès,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,NULL,mikor,waktu,er,quando,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,huakanga,व,အခ,ल,NA,bij,nu,NA,NULL,NULL,nony,gdy,ao,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,utonga,markii,al,kad,NA,när,NA,నప,nang,เม,NULL,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.17,and it came to pass when they had brought them forth abroad that he said escape for thy life look not behind thee neither stay thou in all the plain escape to the mountain lest thou be consumed,when,NA,toe,NA,ndërsa,NULL,NA,لما,երբ,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,apre,když,idet,als,NA,waato,NA,kiam,NULL,NA,NULL,après,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,sesudah,er,dopo,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,NULL,व,အခ,NULL,NA,NULL,da,NA,NULL,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,după,когда,NA,keď,ko,vakati,markay,después,kad,NA,medan,NA,తర,nang,NULL,as,NULL,NA,NA,NA,NA,NULL,NA
b.GEN.19.23,the sun was risen upon the earth when lot entered into zoar,when,NA,toe,NA,kur,ጊዜ,NA,NULL,եւ,NA,NA,когато,NA,abut,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,og,da,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,izlazilo,mikor,ketika,er,NULL,NA,NULL,NA,NA,NA,때에,NULL,NA,NULL,NA,tae,ज,အခ,ल,NA,toen,da,NA,NULL,چون,raha,a,quando,NA,NA,NA,NA,NA,cînd,и,NA,keď,ko,NULL,markii,cuando,kad,NA,och,NA,నప,nang,เม,as,vardığında,NA,NA,NA,NA,NULL,NA
b.GEN.19.29,and it came to pass when god destroyed the cities of the plain that god remembered abraham and sent lot out of the midst of the overthrow when he overthrew the cities in the which lot dwelt,when,NA,onderwyl,NA,kur,NULL,NA,لما,երբ,NA,NA,когато,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,dok,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,NULL,NA,whakangaromanga,व,အခ,जब,NA,NULL,da,NA,NULL,هنگامی,raha,gdy,que,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,నప,nang,NULL,NULL,NULL,NA,NA,NA,NA,xenikweni,NA
b.GEN.19.29,and it came to pass when god destroyed the cities of the plain that god remembered abraham and sent lot out of the midst of the overthrow when he overthrew the cities in the which lot dwelt,when,NA,onderwyl,NA,kur,NULL,NA,لما,երբ,NA,NA,когато,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,dok,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,NULL,NA,whakangaromanga,व,အခ,जब,NA,NULL,da,NA,NULL,هنگامی,raha,gdy,que,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,నప,nang,NULL,NULL,NULL,NA,NA,NA,NA,xenikweni,NA
b.GEN.19.33,and they made their father drink wine that night and the firstborn went in and lay with her father and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,時,NA,NA,NA,NA,NA,NA,lè,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,NULL,NA,NA,NA,NA,NA,ποτε,NA,NULL,NULL,kad,NULL,NULL,að,NULL,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,ह,ထ,ल,NA,dat,da,NA,huan,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,s,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,చ,nang,NULL,nnet,değildi,NA,NA,NA,NA,NULL,NA
b.GEN.19.33,and they made their father drink wine that night and the firstborn went in and lay with her father and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,時,NA,NA,NA,NA,NA,NA,lè,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,NULL,NA,NA,NA,NA,NA,ποτε,NA,NULL,NULL,kad,NULL,NULL,að,NULL,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,ह,ထ,ल,NA,dat,da,NA,huan,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,s,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,చ,nang,NULL,nnet,değildi,NA,NA,NA,NA,NULL,NA
b.GEN.19.35,and they made their father drink wine that night also and the younger arose and lay with him and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,時,NA,NA,NA,NA,NA,NA,NULL,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,NULL,NA,NA,NA,NA,NA,ποτε,NA,NULL,NULL,kad,NULL,NULL,að,NULL,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,NULL,NULL,NULL,NA,als,da,NA,huan,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,s,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,డ,nang,NULL,NULL,değildi,NA,NA,NA,NA,NULL,NA
b.GEN.19.35,and they made their father drink wine that night also and the younger arose and lay with him and he perceived not when she lay down nor when she arose,when,NA,toe,NA,kur,NULL,NA,NULL,NULL,NA,NA,кога,NA,NULL,NA,時,NA,NA,NA,NA,NA,NA,NULL,když,at,da,NA,NULL,NA,kiam,millal,NA,milloin,NULL,NA,NA,NA,NA,NA,ποτε,NA,NULL,NULL,kad,NULL,NULL,að,NULL,NA,NULL,NA,NA,NA,NULL,quando,NA,kada,NA,NULL,NULL,NULL,NULL,NA,als,da,NA,huan,NULL,NULL,kiedy,quando,NA,NA,NA,NA,NA,s,когда,NA,kedy,ko,NULL,markay,cuando,kad,NA,när,NA,డ,nang,NULL,NULL,değildi,NA,NA,NA,NA,NULL,NA
b.GEN.20.13,and it came to pass when god caused me to wander from my father s house that i said unto her this is thy kindness which thou shalt shew unto me at every place whither we shall come say of me he is my brother,when,NA,toe,NA,kur,ጊዜ,NA,لما,երբ,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,kui,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,כאשר,जब,kad,mikor,ketika,þegar,quando,NA,神がわたしに父の家を離れて,NA,NA,NA,때에,postquam,NA,kai,NA,i,ह,အခ,NULL,NA,NULL,da,NA,NULL,هنگامی,NULL,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,när,NA,నప,nang,NULL,assaɣa,zaman,NA,NA,NA,NA,NULL,NA
