sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.LEV.14.46,moreover he that goeth into the house all the while that it is shut up shall be unclean until the even,while,NA,tyd,NA,kohës,በተዘጋበትም,NA,NULL,NA,NA,NA,време,NA,NULL,NA,時,NA,NA,NA,NA,NA,NA,NULL,když,længe,solange,NA,NULL,NA,tempo,NULL,NA,NULL,temps,NA,NA,NA,NA,NA,καθ,NA,NULL,जब,dok,míg,NULL,stund,mentre,NA,NULL,NA,NA,NA,동안에,NULL,NA,uždarytus,NA,NULL,असत,NULL,NULL,NA,terwijl,tid,NA,lai,روزهایی,NULL,NA,enquanto,NA,NA,NA,NA,NA,timpul,время,NA,kým,dokler,panguva,intuu,tiempo,dok,NA,tid,NA,డగ,panahong,ใดเข,NA,NULL,NA,NA,NA,NA,NULL,NA
b.LEV.26.43,the land also shall be left of them and shall enjoy her sabbaths while she lieth desolate without them and they shall accept of the punishment of their iniquity because even because they despised my judgments and because their soul abhorred my statutes,while,NA,terwyl,NA,ndërsa,NULL,NA,NULL,NA,NA,NA,NULL,NA,samtang,NA,時,NA,NA,NA,NA,NA,NA,NULL,NULL,medens,dieweil,NA,NULL,NA,kiam,NULL,NA,NULL,pendant,NA,NA,NA,NA,NA,NULL,NA,NULL,रह,NULL,míg,NULL,meðan,mentre,NA,NULL,NA,NA,NA,때에,NULL,NA,NULL,NA,i,NULL,စဉ,NULL,NA,terwijl,mens,NA,kihep,چون,raha,NA,sendo,NA,NA,NA,NA,NA,timpul,NULL,NA,kým,NULL,NULL,intuu,estando,kad,NA,NULL,NA,NULL,samantalang,NULL,NA,sürece,NA,NA,NA,NA,xa,NA
b.NUM.11.33,and while the flesh was yet between their teeth ere it was chewed the wrath of the lord was kindled against the people and the lord smote the people with a very great plague,while,NA,NULL,NA,NULL,NULL,NA,NULL,NA,NA,NA,като,NA,samtang,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,medens,da,NA,waato,NA,kiam,NA,NA,NULL,comme,NA,NA,NA,NA,NA,ενω,NA,NULL,थ,razastriješe,NULL,NULL,meðan,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,tebebuvo,NA,i,NULL,NULL,NULL,NA,NULL,mens,NA,lai,NULL,raha,NULL,quando,NA,NA,NA,NA,NA,cînd,NULL,NA,kým,še,NULL,intii,NULL,NULL,NA,under,NA,డగ,samantalang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.NUM.15.32,and while the children of israel were in the wilderness they found a man that gathered sticks upon the sabbath day,while,NA,toe,NA,ndërsa,NULL,NA,NULL,NA,NA,NA,когато,NA,samtang,NA,候,NA,NA,NA,NA,NA,NA,antan,když,medens,als,NA,waato,NA,kiam,NULL,NA,NULL,comme,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,NULL,mikor,NULL,meðan,mentre,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,i,NULL,အခ,NULL,NA,NULL,mens,NA,lai,چون,raha,gdy,estando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,intii,estando,kad,NA,medan,NA,NULL,samantalang,พากษาคนท,NA,NULL,NA,NA,NA,NA,NULL,NA
b.NUM.23.15,and he said unto balak stand here by thy burnt offering while i meet the lord yonder,while,NA,toe,NA,NULL,NULL,NA,محرقتك,NA,NA,NA,NULL,NA,samtang,NA,等,NA,NA,NA,NA,NA,NA,NULL,NULL,medens,NULL,NA,NULL,NA,kaj,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,και,NA,NULL,NULL,odoh,égõáldozatod,sementara,meðan,NULL,NA,NULL,NA,NA,NA,동안에,donec,NA,NULL,NA,NULL,NULL,အခ,NULL,NA,NULL,mens,NA,sung,نزدقربانی,NULL,NULL,enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,kým,pojdem,NULL,intaan,NULL,NULL,NA,därborta,NA,NULL,samantalang,ขณะท,NA,NULL,NA,NA,NA,NA,ndenjenje,NA
b.NUM.25.11,phinehas the son of eleazar the son of aaron the priest hath turned my wrath away from the children of israel while he was zealous for my sake among them that i consumed not the children of israel in my jealousy,while,NA,deurdat,NA,sepse,NULL,NA,بكونه,NA,NA,NA,NULL,NA,niana,NA,NULL,NA,NA,NA,NA,NA,NA,t,kdyžto,idet,NULL,NA,NULL,NA,cxar,NULL,NA,kun,parce,NA,NA,NA,NA,NA,δειξας,NA,NULL,तक,obuzet,NULL,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,आध,NULL,NULL,NA,NA,fordi,NA,NULL,NULL,raha,NULL,NULL,NA,NA,NA,NA,NA,pe,NULL,NA,keď,tem,NULL,NULL,NULL,otvorivši,NA,NULL,NA,NULL,paraang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.DEU.19.6,lest the avenger of the blood pursue the slayer while his heart is hot and overtake him because the way is long and slay him whereas he was not worthy of death inasmuch as he hated him not in time past,while,NA,as,NA,ndërsa,NA,NA,حين,NA,NA,NA,NULL,NA,samtang,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,NULL,weil,NA,NULL,NA,kiam,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,ενω,NA,יחם,NULL,NULL,NULL,NA,meðan,mentre,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,ana,NULL,အခ,NULL,NA,NULL,NULL,NA,NULL,وقتی,raha,NULL,enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,NULL,intuu,cuando,dok,NA,NULL,NA,డగ,samantalang,NULL,NA,NULL,NA,NA,NA,NA,ishushu,NA
b.DEU.31.27,for i know thy rebellion and thy stiff neck behold while i am yet alive with you this day ye have been rebellious against the lord and how much more after my death,while,NA,terwyl,NA,kur,ሳለሁ,NA,NULL,NA,NA,NA,догде,NA,samtang,NA,NULL,NA,NA,NA,NA,NA,NA,pandan,když,når,NULL,NA,za,NA,kiam,NULL,NA,NULL,pendant,NA,NA,NA,NA,NA,ενω,NA,ערפך,NULL,dok,NULL,selagi,meðan,mentre,NA,かたくななこととを知っている,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,असत,စဉ,NULL,NA,NULL,mens,NA,lai,هنوز,NULL,NULL,vivendo,NA,NA,NA,NA,NA,NULL,когда,NA,kým,ko,NULL,intaan,estando,dokle,NA,medan,NA,డగ,NULL,เม,NA,sağken,NA,NA,NA,NA,NULL,NA
b.JOS.14.10,and now behold the lord hath kept me alive as he said these forty and five years even since the lord spake this word unto moses while the children of israel wandered in the wilderness and now lo i am this day fourscore and five years old,while,NA,toe,NA,ndërsa,NULL,NA,حين,NA,NA,NA,когато,NA,diha,NA,時,NA,NA,NA,NA,NA,NA,lè,NULL,tid,NULL,NA,za,NA,dum,NULL,NA,NULL,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,थ,dok,NULL,ketika,meðan,mentre,NA,NULL,NA,NA,NA,NULL,quando,NA,kai,NA,i,NULL,စဉ,NULL,NA,NULL,tid,NA,sung,وقتی,raha,NULL,tempo,NA,NA,NA,NA,NA,cînd,когда,NA,NULL,ko,panguva,intii,cuando,kad,NA,NULL,NA,NULL,samantalang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.JDG.3.26,and ehud escaped while they tarried and passed beyond the quarries and escaped unto seirath,while,NA,terwyl,NA,ndërsa,በዘገዩበትም,NA,اذ,NA,NA,NA,докато,NA,diha,NA,時,NA,NA,NA,NA,NA,NA,pandan,když,medens,dieweil,NA,NULL,NA,dum,NULL,NA,NULL,pendant,NA,NA,NA,NA,NA,οσω,NA,עד,जब,dok,míg,sementara,meðan,mentre,NA,NULL,NA,NA,NA,동안에,dum,NA,kol,NA,i,NULL,စဉ,NULL,NA,NULL,mens,NA,huchia,چون,raha,póki,enquanto,NA,NA,NA,NA,NA,NULL,пока,NA,kým,medtem,NULL,intay,mientras,dokle,NA,medan,NA,డగ,samantalang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.JDG.11.26,while israel dwelt in heshbon and her towns and in aroer and her towns and in all the cities that be along by the coasts of arnon three hundred years why therefore did ye not recover them within that time,while,NA,terwyl,NA,NULL,NULL,NA,حين,NA,NA,NA,NULL,NA,samtang,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,da,dieweil,NA,waato,NA,kiam,NA,NA,NULL,pendant,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,NULL,míg,selama,NULL,NULL,NA,イスラエルはヘシボンとその村里に住み,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NULL,စဉ,NULL,NA,NULL,nu,NA,NULL,هنگامی,raha,NULL,enquanto,NA,NA,NA,NA,NA,cînd,NULL,NA,kým,NULL,nguva,intii,NULL,NULL,NA,när,NA,డగ,samantalang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.JDG.14.17,and she wept before him the seven days while their feast lasted and it came to pass on the seventh day that he told her because she lay sore upon him and she told the riddle to the children of her people,while,NA,geduur,NA,NULL,NULL,NA,NULL,NA,NA,NA,NULL,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,pandan,NULL,NULL,da,NA,NULL,NA,dum,NA,NA,NULL,pendant,NA,NA,NA,NA,NA,καθ,NA,NULL,NULL,NULL,NULL,selama,barmaði,durante,NA,NULL,NA,NA,NA,동안에,NULL,NA,kol,NA,NULL,NULL,NULL,NULL,NA,NULL,NULL,NA,sung,NULL,NULL,póki,NULL,NA,NA,NA,NA,NA,cît,продолжался,NA,NULL,dokler,panguva,intii,NULL,dokle,NA,under,NA,NULL,habang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.JDG.15.1,but it came to pass within a while after in the time of wheat harvest that samson visited his wife with a kid and he said i will go in to my wife into the chamber but her father would not suffer him to go in,while,NA,tyd,NA,kohe,NULL,NA,NULL,NA,NA,NA,когато,NA,madugay,NA,候,NA,NA,NA,NA,NA,NA,tan,několika,NULL,als,NA,kayna,NA,tempo,NULL,NA,nisunleikkuuaikana,temps,NA,NA,NA,NA,NA,καιρον,NA,NULL,NULL,NULL,NULL,ketika,hveitiuppskerutímann,NULL,NA,NULL,NA,NA,NA,때에,aliquantum,NA,NULL,NA,i,NULL,NULL,NULL,NA,NULL,tid,NA,laiin,چندی,kelikely,NULL,NULL,NA,NA,NA,NA,NA,NULL,когда,NA,nejakom,časa,NULL,NULL,tiempo,NULL,NA,NULL,NA,NULL,sangdaling,NULL,NA,süre,NA,NA,NA,NA,NULL,NA
b.JDG.16.27,now the house was full of men and women and all the lords of the philistines were there and there were upon the roof about three thousand men and women that beheld while samson made sport,while,NA,hoe,NA,ndërsa,NULL,NA,NULL,NA,NA,NA,като,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,t,když,medens,NULL,NA,waato,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,थ,NULL,játékának,NULL,er,mentre,NA,サムソンの戯れ事をするのを見ていた,NA,NA,NA,NULL,NULL,NA,NULL,NA,ana,NULL,NULL,NULL,NA,NULL,at,NA,NULL,تماشا,NULL,gdy,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,NULL,NULL,intuu,NULL,kako,NA,NULL,NA,NULL,samantalang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.1SA.2.13,and the priests custom with the people was that when any man offered sacrifice the priest s servant came while the flesh was in seething with a fleshhook of three teeth in his hand,while,NA,soos,NA,kur,በተቀቀለ,NA,NULL,NA,NA,NA,NULL,NA,samtang,NA,候,NA,NA,NA,NA,NA,NA,antan,když,medens,wenn,NA,za,NA,dum,NA,NA,NULL,cuire,NA,NA,NA,NA,NA,ενω,NA,כבשל,थ,dok,midõn,sementara,meðan,mentre,NA,NULL,NA,NA,NA,때에,dum,NA,NULL,NA,mea,NULL,စဉ,NULL,NA,terwijl,NULL,NA,laitakin,هنگامی,raha,NULL,estando,NA,NA,NA,NA,NA,cînd,время,NA,keď,ko,ichibikwa,NULL,mientras,dok,NA,medan,NA,డగ,samantalang,ขณะเม,NA,NA,NA,NA,NA,NA,xa,NA
b.1SA.7.2,and it came to pass while the ark abode in kirjath jearim that the time was long for it was twenty years and all the house of israel lamented after the lord,while,NA,NULL,NA,NULL,NULL,NA,NULL,NA,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,NULL,da,NA,za,NA,kiam,NULL,NA,NULL,temps,NA,NA,NA,NA,NA,ετεθη,NA,NULL,NULL,NULL,NULL,selama,er,quando,NA,NULL,NA,NA,NA,NULL,qua,NA,kai,NA,NULL,NULL,စဉ,NULL,NA,NULL,NULL,NA,sung,NULL,NULL,gdy,NULL,NA,NA,NA,NA,NA,cînd,NULL,NA,NULL,ko,kweareka,NULL,NULL,kad,NA,NULL,NA,డగ,nang,NULL,NA,NULL,NA,NA,NA,NA,ihleli,NA
b.1SA.9.27,and as they were going down to the end of the city samuel said to saul bid the servant pass on before us and he passed on but stand thou still a while that i may shew thee the word of god,while,NA,NULL,NA,çast,NULL,NA,NULL,NA,NA,NA,малко,NA,NULL,NA,等,NA,NA,NA,NA,NA,NA,moman,NULL,øjeblik,NULL,NA,kayna,NA,nun,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,ολιγον,NA,NULL,NULL,sada,NULL,sebentar,NULL,momento,NA,しばらくここに立ちとどまってください,NA,NA,NA,NULL,paulisper,NA,NULL,NA,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,tadih,NULL,NULL,NULL,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,chvíľu,NULL,NULL,NULL,poco,malo,NA,här,NA,డగ,NULL,านจงหย,NA,döşek,NA,NA,NA,NA,NULL,NA
b.1SA.14.19,and it came to pass while saul talked unto the priest that the noise that was in the host of the philistines went on and increased and saul said unto the priest withdraw thine hand,while,NA,terwyl,NA,ndërsa,NULL,NA,بعد,NA,NA,NA,докато,NA,samtang,NA,時,NA,NA,NA,NA,NA,NA,t,ještě,medens,da,NA,za,NA,dum,NULL,NA,NULL,pendant,NA,NA,NA,NA,NA,ενω,NA,עד,NULL,dok,míg,NULL,meðan,mentre,NA,サウルが祭司に語っている間にも,NA,NA,NA,때에,NULL,NA,kol,NA,NULL,NULL,စဉ,रह,NA,terwijl,mens,NA,laitakin,چون,raha,gdy,estando,NA,NA,NA,NA,NA,cînd,еще,NA,kým,ko,NULL,NULL,mientras,dok,NA,medan,NA,డగ,samantalang,NULL,NA,NULL,NA,NA,NA,NA,esathetha,NA
b.1SA.20.14,and thou shalt not only while yet i live shew me the kindness of the lord that i die not,while,NA,as,NA,sa,በሕይወቴ,NA,NULL,NA,NA,NA,докато,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,lè,dokud,NULL,solange,NA,waati,NA,NULL,NULL,NA,NULL,user,NA,NA,NA,NA,NA,ενοσω,NA,NULL,जब,NULL,míg,jika,NULL,NULL,NA,もしわたしがなお生きながらえているならば,NA,NA,NA,동안에,NULL,NA,NULL,NA,i,NULL,စဉ,NULL,NA,NULL,da,NA,NULL,مادام,raha,NULL,enquanto,NA,NA,NA,NA,NA,NULL,NULL,NA,NULL,dokler,ndichiri,NULL,NULL,dokle,NA,då,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.1SA.22.4,and he brought them before the king of moab and they dwelt with him all the while that david was in the hold,while,NA,dae,NA,kohën,ወራት,NA,اقامة,NA,NA,NA,докато,NA,samtang,NA,NULL,NA,NA,NA,NA,NA,NA,tan,dny,tid,solange,NA,NULL,NA,tempon,NULL,NA,aikaa,temps,NA,NA,NA,NA,NA,καιρον,NA,היות,रह,dok,míg,selama,meðan,finché,NA,NULL,NA,NA,NA,동안에,NULL,NA,kol,NA,i,NULL,NULL,रह,NA,periode,tid,NA,NULL,روزهایی,NULL,idź,tempo,NA,NA,NA,NA,NA,timpul,доколе,NA,dokiaľ,dokler,nguva,intii,tiempo,dokle,NA,länge,NA,NULL,panahon,ตลอดเวลาท,NA,sürece,NA,NA,NA,NA,NULL,NA
b.1SA.25.7,and now i have heard that thou hast shearers now thy shepherds which were with us we hurt them not neither was there ought missing unto them all the while they were in carmel,while,NA,dae,NA,kohës,በተቀመጡበት,NA,الايام,NA,NA,NA,време,NA,panahon,NA,時,NA,NA,NA,NA,NA,NA,pandan,dny,tid,solange,NA,alwaatey,NA,tempo,NA,NA,NULL,temps,NA,NA,NA,NA,NA,καιρον,NA,NULL,रह,NULL,míg,selama,tíma,finché,NA,NULL,NA,NA,NA,동안에,grege,NA,kol,NA,ra,असत,NULL,जब,NA,verbleven,tid,NA,sung,روزهایی,NULL,NULL,tempo,NA,NA,NA,NA,NA,timpul,пребывания,NA,dni,dokler,nguva,intii,tiempo,dokle,NA,tid,NA,లమ,panahon,NULL,NA,sürece,NA,NA,NA,NA,NULL,NA
b.1SA.25.16,they were a wall unto us both by night and day all the while we were with them keeping the sheep,while,NA,dae,NA,kohën,ዘመን,NA,الايام,NA,NA,NA,докато,NA,higayon,NA,時,NA,NA,NA,NA,NA,NA,tan,dokudž,tid,solange,NA,NULL,NA,tempon,NULL,NA,NULL,temps,NA,NA,NA,NA,NA,καιρον,NA,NULL,रह,dok,míg,selama,tíma,finché,NA,NULL,NA,NA,NA,동안에,NULL,NA,kai,NA,NULL,असत,NULL,NULL,NA,NA,tid,NA,sung,روزهایی,NULL,włócznia,dias,NA,NA,NA,NA,NA,timpul,когда,NA,dni,dokler,NULL,NULL,NULL,dokle,NA,tid,NA,NULL,NULL,ตลอดเวลาท,NA,sürece,NA,NA,NA,NA,NULL,NA
b.1SA.27.11,and david saved neither man nor woman alive to bring tidings to gath saying lest they should tell on us saying so did david and so will be his manner all the while he dwelleth in the country of the philistines,while,NA,dae,NA,kohës,ዘመን,NA,NULL,NA,NA,NA,време,NA,panahon,NA,時,NA,NA,NA,NA,NA,NA,tan,dokudž,tid,solange,NA,waati,NA,tempo,NULL,NA,aikaa,temps,NA,NA,NA,NA,NA,καθ,NA,הימים,जब,dok,idõ,selama,tíma,finché,NA,われわれのことを告げるであろう,NA,NA,NA,동안에,NULL,NA,laiką,NA,i,NULL,NULL,NULL,NA,NULL,tid,NA,sung,روزهایی,nanamaimbo,rzekł,dias,NA,NA,NA,NA,NA,timpul,время,NA,dni,dokler,nguva,intuu,tiempo,dokle,NA,tid,NA,లమ,panahon,NULL,NA,yöntemi,NA,NA,NA,NA,lalinjalo,NA
